14:30:58.818	-64.5	50	93.5	3	66	40	40	-9	
14:30:58.848	-48	67	-53.5	-84	45.5	47	-1	-6.82348e-09	
14:30:58.871	58.5	-54	-47.5	-95	-18.5	-25	97.5	1	
14:30:58.897	-14	36	36.5	-70	27	47	-8.5	-4	
14:30:58.908	-46	37	13.5	-66	56	59	47	73	
14:30:58.937	-17.5	53	15	82	3	73	3	-77	
14:30:58.968	18.5	9	-11.5	-87	-53	42	-9.5	99	
14:30:58.988	54.5	85	-43	-27	7.5	12	-92.5	-93	
14:30:59.008	62	-32	38	54	25.5	72	36	6	
14:30:59.051	-4	39	75	89	42.5	71	-14.5	54	
14:30:59.068	-50	-34	58	90	-79	65	66.5	-89	
14:30:59.088	-40.5	59	36.5	-27	76	72	-13	74	
14:30:59.107	4.5	-83	-27.5	89	-74	9	77	-28	
14:30:59.148	53	-83	-84.5	63	57	36	-68	49	
14:30:59.168	-45.5	-13	33.5	18	-10.5	61	22	3	
14:30:59.188	43.5	99	-23	-8	77	-84	-57.5	-40	
14:30:59.208	-34	-80	17	-64	39	33	29.5	-61	
14:30:59.258	-49	-79	-48	76	11	99	11	-95	
14:30:59.278	-51	-37	-100	89	49	91	-2	-56	
14:30:59.298	-1.5	79	18	77	-35	60	83	-77	
14:30:59.319	8.5	20	-2.5	97	-50	-11	-72.5	-87	
14:30:59.358	-57.5	-49	6	-17	50	-8	3	-97	
14:30:59.378	46.5	89	-54	-99	-7.5	69	36	-37	
14:30:59.398	-50	-95	21.5	59	-67.5	-46	-75	59	
14:30:59.422	8	-76	22.5	50	-4.5	86	19.5	-11	
14:30:59.469	52	-39	-28.5	-42	34.5	-42	-2	73	
14:30:59.488	19.5	-15	-54	-34	21	-74	-7.5	92	
14:30:59.508	34	94	-67	57	-56	-93	-37.5	-74	
14:30:59.528	-42	26	21	-76	76.5	-41	19.5	-49	
14:30:59.568	-26	-21	36.5	34	18.5	78	-80	-98	
14:30:59.588	-42	12	20	-53	3	89	-14.5	74	
14:30:59.608	-71.5	95	-39.5	-81	-7.5	-88	3.5	-100	
14:30:59.628	11.5	58	14.5	-67	53.5	-12	15	-27	
14:30:59.659	80.5	-9	34.5	-96	-10.5	-75	-53.5	5	
14:30:59.688	38	-97	-19.5	57	12.5	9	22.5	28	
14:30:59.717	30	80	-14.5	-13	-32	-75	22	-4	
14:30:59.728	-90	78	-53	-53	-7	16	3.67742e-09	-73	
14:30:59.758	36.5	-32	-77.5	63	-10.5	-19	31	29	
14:30:59.780	13	-92	65.5	42	62.5	-87	13.5	-79	
14:30:59.808	-16	-67	-71.5	-27	14.5	29	34.5	-19	
14:30:59.828	-2.5	-37	52.5	-1	-37.5	5	66.5	19	
14:30:59.858	-36.5	50	41	-24	-12	66	1.5	21	
14:30:59.890	12	86	-8	-61	-6.5	20	19.5	40	
14:30:59.918	-53.5	63	-72.5	-6	29	-85	-2.5	77	
14:30:59.928	-1	50	27.5	-17	-40.5	-9	-42.5	-40	
14:30:59.958	-2	-1	64	-88	-71.5	46	7.5	69	
14:30:59.988	-32.5	-7	-55.5	19	29.5	69	8.5	95	
14:31:00.028	16	66	-2	11	25	34	-15.5	-37	
14:31:00.048	16	38	33	66	25	-64	20	6	
14:31:00.069	25	-77	-8.5	24	13	-100	-2	34	
14:31:00.088	29.5	31	-84.5	-38	-66.5	71	26.5	63	
14:31:00.118	8.5	41	-33.5	-2	43.5	60	-31	48	
14:31:00.148	41.5	4	18.5	55	56	20	-24.5	-77	
14:31:00.171	22	96	-71	76	-9.5	-1.85422e-08	-33.5	-67	
14:31:00.188	-57.5	10	-13	-50	5	-74	2.5	13	
14:31:00.228	-11	-16	9	-85	-55.5	38	15	73	
14:31:00.248	16.5	-83	36.5	-36	18	54	-22	62	
14:31:00.271	-63	42	-31	-10	-10	-69	64.5	28	
14:31:00.309	58.5	-72	23.5	-81	26.5	-21	-87	-14	
14:31:00.338	18	96	7	-25	-37	-31	60.5	-83	
14:31:00.350	-50	68	56	26	-29	8	11	-1	
14:31:00.377	20.5	-5	-31	76	15.5	-77	-1	6	
14:31:00.398	52.5	65	6	-52	-7	-86	15.5	-69	
14:31:00.437	30	53	17.5	-77	-38	73	-6.5	37	
14:31:00.458	27.5	54	42	-41	21	29	53	-67	
14:31:00.478	-32	47	62	-60	-38.5	-80	73	-86	
14:31:00.498	-52	-71	56	75	-13	-1	-61.5	-24	
14:31:00.528	-39	82	57	62	15.5	33	-48.5	62	
14:31:00.548	-47.5	-68	15.5	-30	-56	-70	-0.5	-75	
14:31:00.577	-14.5	-24	88.5	22	-64	-49	5.5	32	
14:31:00.598	62.5	-44	34	-5	-31	76	15.5	-72	
14:31:00.628	-20	-46	47.5	-35	4.5	91	15.5	79	
14:31:00.658	-29	-62	-49.5	-6	-13.5	40	1	8	
14:31:00.688	-66.5	26	-10	96	12.5	42	3.5	5	
14:31:00.698	24.5	-84	-31	36	4.5	19	-25	50	
14:31:00.738	-15.5	-32	40.5	81	29.5	-68	3	56	
14:31:00.758	88.5	-21	86	-2	23.5	-70	1	85	
14:31:00.788	5.5	-1	8	83	-29	-59	-86.5	-78	
14:31:00.809	32	-20	-14	-11	-18.5	17	10.5	29	
14:31:00.837	11	-90	6.5	96	72	-67	2	24	
14:31:00.848	5	81	8.5	85	-10.5	-68	69.5	66	
14:31:00.878	-6	74	-58	-92	-2	98	-3.5	45	
14:31:00.910	-35	63	54	84	-30.5	-3.02585e-09	34	-25	
14:31:00.938	33	1	-14.5	49	-91.5	-38	-70	-26	
14:31:00.958	-6	-48	27	30	61	24	83.5	-58	
14:31:00.977	16	-1	-33.5	51	-38	-36	60.5	21	
14:31:01.004	-82.5	25	46.5	-8	17.5	51	-16	73	
14:31:01.048	7	91	7	60	-79.5	22	5.37295e-08	96	
14:31:01.059	-19.5	27	-14.5	-81	11	-77	-48.5	-7	
14:31:01.090	-23	-96	-10.5	-57	-4.5	-98	-65.5	-55	
14:31:01.118	57	75	-12	-30	-69.5	37	56.5	-32	
14:31:01.148	82	7	-16	38	-23	44	61	54	
14:31:01.167	-47	60	46	57	-3	-3	94	49	
14:31:01.190	49.5	-7	-63.5	-57	71.5	-52	40.5	72	
14:31:01.207	-9.5	42	-0.5	-50	2	57	-19.5	85	
14:31:01.248	15	-89	-74.5	88	-73.5	71	-34	-18	
14:31:01.268	-70.5	79	-51	98	67	-36	-38	-35	
14:31:01.298	-13.5	-99	24.5	33	19.5	-40	27.5	81	
14:31:01.318	-63	16	30.5	-75	40.5	-69	5.5	-43	
14:31:01.339	51.5	-80	-36.5	-87	30	81	-51.5	8.0048e-09	
14:31:01.359	14	71	40	17	11	-31	54.5	-67	
14:31:01.387	1	-59	10	-35	-31	-58	43	84	
14:31:01.418	-33	-23	-35	-90	-17	20	20	-64	
14:31:01.448	-84	28	-27.5	-90	5.5	-57	16.5	-29	
14:31:01.458	48	-97	34.5	-11	33	-89	-38.5	71	
14:31:01.488	10.5	-2	2.5	-6	43	64	9.5	-74	
14:31:01.507	20.5	78	9	-17	-10	48	-58.5	-43	
14:31:01.539	-54	-11	5.5	-8	20.5	66	3.5	-83	
14:31:01.557	37	-55	-32.5	-83	3	-70	-20.5	74	
14:31:01.588	32	-21	27	-18	76.5	-87	-17	64	
14:31:01.618	-21	4	-5	-8	-88.5	59	-1.5	-53	
14:31:01.648	33.5	-88	30	-27	-6.5	-42	-74	-18	
14:31:01.657	-71	57	47	40	-14.5	-75	2	46	
14:31:01.687	-2	38	-16	-30	74	20	-26.5	24	
14:31:01.708	4	85	-64	87	44	30	12.5	-71	
14:31:01.748	44.5	-26	-12	-11	20.5	-91	-18	-59	
14:31:01.770	-2.5	42	42	6	-19	74	9.5	-30	
14:31:01.787	-2.5	59	15	-85	8.5	13	17.5	85	
14:31:01.811	-12.5	-76	29	-5	-3.5	-34	72	-11	
14:31:01.848	8	11	-40	85	19	84	-4	2.65261e-08	
14:31:01.868	-21	30	-42.5	36	43.5	-3	63	12	
14:31:01.888	27.5	12	29	-39	28	30	-24.5	78	
14:31:01.910	-37.5	-84	-8.5	21	-13.5	85	30.5	-16	
14:31:01.938	12	43	-24	70	-6.5	-92	-35	39	
14:31:01.968	-53	-23	10.5	-30	-10.5	32	-7.5	-5	
14:31:01.997	33	-60	35	11	-37	83	45.5	-45	
14:31:02.008	-33	-31	4	-79	50.5	-99	20.5	79	
14:31:02.049	22.5	-81	12	-57	46	82	38	-24	
14:31:02.068	-17	-26	70.5	-33	-4	63	-34	-98	
14:31:02.091	-24	-17	-34.5	-9	-74.5	-27	60	-7	
14:31:02.117	-63	53	23.5	9	24.5	-77	-52.5	51	
14:31:02.148	-59.5	-21	-30.5	-3	56	47	-40	-21	
14:31:02.158	-9	-65	22.5	42	44	4	-59.5	45	
14:31:02.188	8	95	-70	69	-35.5	82	27.5	41	
14:31:02.217	22	-5	-5	49	23.5	-39	-48	89	
14:31:02.248	46.5	-61	-15	33	25	95	3.5	95	
14:31:02.267	-23.5	96	10.5	-30	3	-45	-27	-98	
14:31:02.287	19	32	21.5	76	-26.5	-78	50	9	
14:31:02.308	-53	30	48	-53	19	-6	59.5	-63	
14:31:02.337	-14.5	-56	16.5	-47	-4.5	28	-1.5	-5	
14:31:02.360	-7.5	-44	-8	-74	1	-41	53	-7	
14:31:02.398	-66.5	-60	-35	19	-10.5	58	15.5	-17	
14:31:02.420	-94.5	89	-41.5	-69	-11	-87	-66	98	
14:31:02.437	-9	54	-36	36	50.5	51	-42.5	-27	
14:31:02.468	4	38	-32	85	64	-86	9.5	12	
14:31:02.498	25	47	-55	-48	-31	-36	-22.5	92	
14:31:02.508	-7	-16	-19	75	-26	81	-14	67	
14:31:02.548	-16.5	40	-47	9	23.5	45	41	84	
14:31:02.568	-36.5	8	-48	-2	20	-64	43	-1	
14:31:02.588	21.5	-93	3	12	21.5	-93	-46.5	-17	
14:31:02.608	32	-68	-29	24	11	-42	-8.5	-93	
14:31:02.648	-68.5	25	-51.5	-48	-31.5	-97	-13	89	
14:31:02.668	60.5	-34	21	-39	51.5	12	6.5	48	
14:31:02.698	-23	-4	16	52	-0.5	75	-16.5	-19	
14:31:02.708	-29.5	42	-78	-95	-23	41	-56	49	
14:31:02.738	33.5	84	63	-1	57.5	-94	-28	-55	
14:31:02.768	-4	59	55	-21	17	48	13.5	-98	
14:31:02.787	12.5	-68	24.5	-80	49	86	13	-26	
14:31:02.810	-53.5	-100	7.5	62	21	-98	-72	-69	
14:31:02.848	9.5	-76	58	-90	-20	-15	-75.5	-76	
14:31:02.868	19.5	9	-56.5	84	40.5	95	-43	-95	
14:31:02.898	8.5	-42	-18.5	-74	53.5	-80	35.5	74	
14:31:02.920	-39.5	62	7.5	-75	-44	97	4.5	-62	
14:31:02.938	1	-60	50.5	10	-15.5	73	-13.5	40	
14:31:02.959	-53.5	-68	-48	27	-3	69	-71	-41	
14:31:02.998	10.5	-98	29.5	-89	31.5	98	-93	-9	
14:31:03.008	-23	65	12.5	-82	-9	-45	-13.5	67	
14:31:03.038	-72	-66	-3	92	-24	-76	-5.5	-75	
14:31:03.068	35.5	-9	-3	-80	-36.5	-91	27.5	-1	
14:31:03.100	-37.5	-41	-72.5	-48	-21	-55	9	-28	
14:31:03.118	17.5	-6	-42	-41	43	41	-48	38	
14:31:03.138	-23.5	-57	19	-78	-3	-36	5	97	
14:31:03.157	-65	84	63	8	18.5	-47	-22.5	-95	
14:31:03.199	-34	-53	1.5	-96	1	-64	42.5	-2.65358e-08	
14:31:03.218	43	91	-2.5	72	50	-35	57	-6	
14:31:03.248	-13	-15	-30.5	-60	2	-75	12	69	
14:31:03.269	26	64	-39.5	3	9.5	5	-52	59	
14:31:03.298	47	-35	-63.5	32	-41	-79	25	-94	
14:31:03.318	-54	-49	-7.5	-88	-21	73	-21.5	39	
14:31:03.337	37	15	57	-97	94	82	23.5	45	
14:31:03.360	9	-5	9.5	-72	62	-84	-56.5	29	
14:31:03.398	61	41	25.5	-50	-54	-89	-31.5	33	
14:31:03.418	32	-62	-40.5	-19	12.5	42	18	41	
14:31:03.439	50.5	-53	15.5	52	-23	54	5	67	
14:31:03.457	21.5	-93	-69	79	17.5	-96	21	-3	
14:31:03.498	50	57	77	24	-65.5	-67	-89.5	-91	
14:31:03.517	-2	-59	-0.5	-10	-61.5	26	-64.5	74	
14:31:03.547	18.5	-86	88.5	81	12.5	-84	-2.5	44	
14:31:03.558	32.5	-23	14	37	48.5	12	-50.5	34	
14:31:03.589	-9.5	-31	-31.5	-18	-10	55	-7.5	19	
14:31:03.618	61	29	-22	-29	-17	76	-74	-48	
14:31:03.648	-36.5	-59	-77.5	-50	-11	-42	-57.5	96	
14:31:03.668	-65.5	-7	-44.5	98	3.5	28	75	4	
14:31:03.688	-60	27	-15	-90	-50.5	-73	-46	76	
14:31:03.708	22.5	68	19	74	-29.5	3	68.5	98	
14:31:03.758	4	49	-30	8	60	73	28	85	
14:31:03.768	-2.5	-98	-19	22	36	3	-3	-31	
14:31:03.797	47	-37	19	97	-35	-48	-34	22	
14:31:03.830	26	13	68.5	-21	21.5	-46	-35.5	-82	
14:31:03.858	32.5	63	-48.5	80	66.5	-26	35.5	-5	
14:31:03.877	90	-38	-1.5	54	-64.5	-61	49.5	25	
14:31:03.898	48.5	11	48.5	-36	-13	62	4	-96	
14:31:03.921	-54	59	-9	-43	46.5	77	-20.5	-92	
14:31:03.958	-57.5	-60	-91.5	-75	-31	-15	54	-39	
14:31:03.978	12.5	-30	18	-21	-61	48	-2.5	-62	
14:31:04.008	34	-2	-18.5	-89	23.5	75	-51	-63	
14:31:04.036	-45.5	34	47.5	-50	-7	-67	-26	84	
14:31:04.058	-53.5	-15	10	-20	93	-43	-27	-59	
14:31:04.078	58.5	-58	44	-22	-93.5	-67	-22.5	51	
14:31:04.120	-12	24	71.5	49	-12	18	-1	-48	
14:31:04.138	-22.5	44	-9	-66	-41	-42	-34	-77	
14:31:04.158	45.5	-54	-51.5	62	7	-36	-55.5	-73	
14:31:04.188	13.5	-92	-14.5	43	-9	12	-65.5	-12	
14:31:04.218	55.5	60	43	-64	-58.5	47	-21.5	-75	
14:31:04.227	35	-100	31	99	68	76	7	-63	
14:31:04.258	5	-5	-26.5	9	73	-85	-50	-26	
14:31:04.278	-23	93	-92	-58	-21	41	14	-77	
14:31:04.318	34	59	10	53	-40	-68	72.5	-51	
14:31:04.340	-59.5	5	44	76	71	-8	83	-59	
14:31:04.358	53.5	13	-50.5	44	-49.5	-53	-41	40	
14:31:04.381	-32.5	-59	8	-8	-66	30	-59	-49	
14:31:04.418	75.5	83	-88	37	-54	-20	50	-55	
14:31:04.438	7	42	-13	17	-12	79	6.5	54	
14:31:04.457	24.5	-12	-29.5	87	33.5	-56	-8.5	29	
14:31:04.487	-6.5	-65	26	-38	-14	-33	12	96	
14:31:04.518	42.5	52	-12.5	87	-12.5	-77	-9.04989e-09	55	
14:31:04.528	-64.5	-73	77.5	-7	3.5	-5	-37	42	
14:31:04.558	6	91	-43.5	-48	43	-11	16.5	-12	
14:31:04.588	-44.5	85	12.5	-23	-69	6	68	-92	
14:31:04.618	-9	-92	28.5	36	-42	-29	35	22	
14:31:04.638	87	94	35.5	-30	-0.5	-57	-6.5	-46	
14:31:04.670	0.5	-27	13.5	22	-76.5	-75	-3.5	-53	
14:31:04.688	-13	-85	35	-42	2.5	-49	30.5	43	
14:31:04.728	-18.5	-13	12.5	-79	-26	31	-51	-75	
14:31:04.748	-70	-14	19	-60	-19.5	85	-1.5	92	
14:31:04.778	-12.5	45	-35	-80	4.5	98	-53	58	
14:31:04.798	21	20	11.5	-10	-18.5	-20	16	-77	
14:31:04.829	44.5	23	0.5	-49	49.5	3	-33.5	-85	
14:31:04.850	38	-58	-4	-3	39.5	-94	-5	-90	
14:31:04.867	73	38	-3	46	47	25	5	63	
14:31:04.888	-49.5	-54	70.5	26	-42	66	-30.5	84	
14:31:04.927	20	24	61	-54	80	-47	48.5	-49	
14:31:04.950	-31.5	-83	-19	-60	-50.5	-80	4	32	
14:31:04.978	-2.5	51	-29	46	7.5	35	5	34	
14:31:04.998	40	-47	-67	-73	43	-71	25	-60	
14:31:05.018	8.5	-37	-12	-52	-0.5	-20	-0.5	-87	
14:31:05.038	73	-61	-10	-22	-36.5	74	35	41	
14:31:05.077	-34	47	2.5	-49	47	-68	38	-54	
14:31:05.098	23.5	-68	-12	-66	-49	-73	62.5	-78	
14:31:05.119	-31.5	67	-75	-86	37	32	17.5	-9	
14:31:05.139	61.5	90	-40.5	-37	-5	92	9	-39	
14:31:05.177	-36	-3	-26.5	80	31	79	71	5	
14:31:05.198	33.5	22	9	-35	26.5	68	11	85	
14:31:05.219	88	-30	-65.5	61	-7	-41	19	72	
14:31:05.238	32	-67	39.5	33	4	-73	10.5	84	
14:31:05.268	-52	-24	29.5	81	-11.5	55	-13	-37	
14:31:05.298	42.5	-63	-40	58	-77	14	60	-91	
14:31:05.328	-12	67	0.5	66	29	68	36.5	-69	
14:31:05.338	15.5	63	-29.5	80	-60	-41	65	52	
14:31:05.378	79	-53	-61.5	32	8.5	-66	-47.5	19	
14:31:05.400	-16	-47	35	46	-68	14	50	-95	
14:31:05.421	-2.5	34	-31.5	40	85.5	-85	-1.09705e-07	79	
14:31:05.438	-46	-68	33.5	90	76.5	8	-3	55	
14:31:05.477	-65.5	80	-58.5	44	39.5	-15	24	83	
14:31:05.490	7.5	25	26.5	-18	32.5	-89	10	15	
14:31:05.518	2	-15	-0.5	32	-15.5	-82	-22.5	59	
14:31:05.548	16.5	93	-6	-93	-2.5	-45	-16	68	
14:31:05.578	-48.5	44	-35.5	69	63	-15	-1.5	91	
14:31:05.598	-23.5	75	-4.5	59	48	86	78	22	
14:31:05.618	2	-44	-30	63	37.5	80	10.5	54	
14:31:05.638	8	71	-35.5	-51	-11	-99	26	89	
14:31:05.677	6.5	24	-24.5	32	43.5	-62	-23.5	-30	
14:31:05.698	-18.5	83	-4.5	99	-35.5	75	-30.5	54	
14:31:05.718	31	61	-66	-67	14.5	-84	-27	-72	
14:31:05.738	-34.5	-36	-18	-68	35.5	15	-30.5	47	
14:31:05.777	48	-23	-80	46	-45.5	39	36	6	
14:31:05.797	-45.5	-28	-77	-68	-13.5	-28	38.5	13	
14:31:05.828	45.5	48	35.5	-71	33	-66	-52.5	-81	
14:31:05.841	-26	47	23	-46	1.5	-74	-57.5	67	
14:31:05.868	22	-79	47	-66	29	-85	1	55	
14:31:05.897	25.5	96	-41	-97	38.5	-71	-78.5	58	
14:31:05.929	-42	79	-64	-15	56.5	-7	-87	89	
14:31:05.950	26	20	-34	52	9.5	76	-61.5	13	
14:31:05.978	53	-86	-27.5	13	-0.5	56	49.5	75	
14:31:05.998	-73.5	27	68.5	2	26	32	-64	-67	
14:31:06.028	51	-3	-20	30	-41	-50	30.5	55	
14:31:06.039	-16.5	-44	-13.5	-47	83	-60	-70.5	-12	
14:31:06.067	38.5	88	43.5	-76	15	67	-54.5	3	
14:31:06.098	-53	-24	-23.5	4	-1.5	-30	75	76	
14:31:06.120	16.5	-98	37	-11	-66.5	58	48	-73	
14:31:06.138	43	-100	34.5	-31	63.5	-87	46	7	
14:31:06.178	63.5	31	-73	41	-15	-83	67	-85	
14:31:06.198	15.5	82	-15.5	75	25	-69	50.5	54	
14:31:06.227	23.5	-91	-48	-18	-7	79	7.5	81	
14:31:06.248	-39.5	-50	-1.5	-62	-12	-66	-32	-67	
